tpsf_id,tpsf_text,transformation_text,scope,impact,pre_sentential_pause,sentence_beginning,sentence_middle,sentence_end,bursts,pattern
38,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In die",s,in-sentence transformation,deletion,,,s,,[],['sentence_middle']
39,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Haupt",sem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Haupt,cross-sentence,append,,,,sem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar.,"[{'preceding_pause': 0.639, 'content': 'sem '}, {'preceding_pause': 5.571, 'content': 'Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar.'}, {'preceding_pause': 18.988, 'content': ' '}, {'preceding_pause': 3.14, 'content': 'Haupt'}]","['sentence_end', 'sentence_beginning']"
,,,,,0.639,Haupt,,,"[{'preceding_pause': 0.639, 'content': 'sem '}, {'preceding_pause': 5.571, 'content': 'Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar.'}, {'preceding_pause': 18.988, 'content': ' '}, {'preceding_pause': 3.14, 'content': 'Haupt'}]","['sentence_end', 'sentence_beginning']"
40,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Haup",t,in-sentence transformation,deletion,,,t,,[],['sentence_middle']
41,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Hauptsächlich ",tsächlich ,in-sentence transformation,append,,,tsächlich ,,"[{'preceding_pause': 0.784, 'content': 'tsächlich '}]",['sentence_middle']
42,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. ",Hauptsächlich ,in-sentence transformation,deletion,3.29,Hauptsächlich ,,,[],['sentence_beginning']
43,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wen ","Genauso wichtig ist es, wen ",in-sentence transformation,append,0.653,"Genauso wichtig ist es, wen ",,,"[{'preceding_pause': 0.653, 'content': 'Genauso wichtig ist es,'}, {'preceding_pause': 3.739, 'content': ' wen '}]",['sentence_beginning']
45,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wenn mn",n mn,in-sentence transformation,append,,,n mn,,"[{'preceding_pause': 0.344, 'content': 'n mn'}]",['sentence_middle']
46,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wenn m",n,in-sentence transformation,deletion,,,n,,[],['sentence_middle']
47,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wenn man versucht zu verstehen, wie jemand anderes etwas versteht.","an versucht zu verstehen, wie jemand anderes etwas versteht.",in-sentence transformation,append,,,,"an versucht zu verstehen, wie jemand anderes etwas versteht.","[{'preceding_pause': 0.172, 'content': 'an versucht zu verstehen, wie jemand anderes etwas versteht.'}]",['sentence_end']
48,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wenn man versuchzu verstehen, wie jemand anderes etwas versteht.",t ,in-sentence transformation,midletion,,,t ,,[],['sentence_middle']
49,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, wenn man versuchen zu verstehen, wie jemand anderes etwas versteht.",en ,in-sentence transformation,insertion,,,en ,,"[{'preceding_pause': 0.672, 'content': 'en '}]",['sentence_middle']
50,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht.",wenn man ,in-sentence transformation,midletion,,,wenn man ,,[],['sentence_middle']
51,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichtn"," Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichtn",in-sentence transformation,append,,," Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichtn",,"[{'preceding_pause': 5.077, 'content': ' '}, {'preceding_pause': 156.706, 'content': 'Denn '}, {'preceding_pause': 2.278, 'content': 'man kann noch so gut eine Sprache beherrschen, wenn man '}, {'preceding_pause': 5.777, 'content': 'sie nicht zu unterrichtn'}]",['sentence_middle']
52,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterricht",n,in-sentence transformation,deletion,,,n,,[],['sentence_middle']
53,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, so ","en und vermitteln weiss, so ",in-sentence transformation,append,,,"en und vermitteln weiss, so ",,"[{'preceding_pause': 0.275, 'content': 'en und '}, {'preceding_pause': 2.686, 'content': 'vermitteln weiss, '}, {'preceding_pause': 3.758, 'content': 'so '}]",['sentence_middle']
54,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, ",so ,in-sentence transformation,deletion,,,so ,,[],['sentence_middle']
55,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache ",wird das Lernen einer neuen Sprache ,in-sentence transformation,append,,,wird das Lernen einer neuen Sprache ,,"[{'preceding_pause': 0.371, 'content': 'wird das Lernen einer neuen Sprache '}]",['sentence_middle']
56,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nichtextr zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache ",extr,in-sentence transformation,insertion,,,extr,,"[{'preceding_pause': 5.428, 'content': 'extr'}]",['sentence_middle']
57,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache ",extr,in-sentence transformation,midletion,,,extr,,[],['sentence_middle']
58,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Aspekte in Angriff genommen hat",extrem schwer. Wenn man diese wichtigen Aspekte in Angriff genommen hat,cross-sentence,append,,,,extrem schwer.,"[{'preceding_pause': 9.976, 'content': 'extrem schwer. '}, {'preceding_pause': 26.136, 'content': 'Wenn man diese wichtigen '}, {'preceding_pause': 7.866, 'content': 'Aspekte in Angriff'}, {'preceding_pause': 3.771, 'content': ' genommen hat'}]","['sentence_end', 'sentence_beginning']"
,,,,,9.976,Wenn man diese wichtigen Aspekte in Angriff genommen hat,,,"[{'preceding_pause': 9.976, 'content': 'extrem schwer. '}, {'preceding_pause': 26.136, 'content': 'Wenn man diese wichtigen '}, {'preceding_pause': 7.866, 'content': 'Aspekte in Angriff'}, {'preceding_pause': 3.771, 'content': ' genommen hat'}]","['sentence_end', 'sentence_beginning']"
59,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen  in Angriff genommen hat",Aspekte,in-sentence transformation,midletion,,,Aspekte,,[],['sentence_middle']
60,"Die Sprache ist ein Instrument, welches uns hilft, das Umfeld sowie Handlungen zu benennen. Dank diesem Mittel ist es uns möglich mit unserem sozialen Umfeld in Kontakt zu treten. Darum bildet die Sprache ein erstes Sprungbrett für die Integration und die Zugehörigkeit zu einer Gesellschaft. Ich selbst bin bilingual aufgewachsen. Bei der Aneignung einer neuen Sprache fliessen die Sprache und das Umfeld unvermeindlich ineinander. Als Kind einer Auswandererfamilie habe ich einen anderen Bezug zur Sprache als Kinder, welche ausschliesslich mit ihrer Muttersprache konfrontiert wurden. Ich stehe somit in direkter Relation zu zwei Sprachen, zwei Ländern, zwei Kulturen und zwei Gesellschaften. All dies prägt mich gleichermassen. Um beim Aufbau eines Lebens in einem anderssprachigen Land Unterstützung zu bieten, muss man sich mit dem Lernenden, seiner Herkunft und seinen Fähigkeiten auseinandersetzen.  In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar. Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht. Denn man kann noch so gut eine Sprache beherrschen, wenn man sie nicht zu unterrichten und vermitteln weiss, wird das Lernen einer neuen Sprache extrem schwer. Wenn man diese wichtigen Punkte in Angriff genommen hat",Punkte,in-sentence transformation,insertion,,,Punkte,,"[{'preceding_pause': 0.611, 'content': 'Punkte'}]",['sentence_middle']
