sen_id,sen_text,MC,CC,SC,MR,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migrant,,,SC,,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migrant:I,,,SC,,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migrant:,,,SC,,GR
146294069085369715088924237595036396676,"Das wünsche ich allen Migrant:innen und versuche, dabei zu helfen, das dies gelingt.",MC,CC,SC,MR,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holovau",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holo",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocuast",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holoc",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verungljmof",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verungl",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Gea",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Ge",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Gewalt ",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Gewalt, Hass und Xeni",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleiche mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Gewalt, Hass und Xen",,,,,GR
35272920527547578474926356046800006276,"Teilweise abstruse Vergleichdiese mit Genoziden, wie dem Holocaust, Verunglimpfung von Krieg, Rechtfertigung und Beschönigung von Gewalt, Hass und Xenophobie.",MC,,,,
35273240609324136102850233964359363716,Die Rechtspopulisten haben in den letzten Jahren wieder starken W,,,SC,,GR
35273240609324136102850233964359363716,Die Rechtspopulisten haben in den letzten Jahren wieder starken Auftrien ,,,SC,,GR
35273240609324136102850233964359363716,Die Rechtspopulisten haben in den letzten Jahren wieder starken Auftrie,,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Auftrieb erhalten, Rückwe",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, a",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, ",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, ",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, ",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, natürlich vor allem im zusa",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, natürlich vor allem im ",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, natürlich vor allem im Zusammenhang mit der Flüchl",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, natürlich vor allem im Zusammenhang mit der Flüch",,,SC,,GR
35273240609324136102850233964359363716,"Die Rechtspopulisten haben in den letzten Jahren wieder starken Rückenwind erhalten, natürlich vor allem im Zusammenhang mit der Flüchtlingskrise.",MC,CC,SC,MR,GR
35273445810265048047484601243190733956,Und diese Entwicklung ist wahnsinnig gefähtl,,,SC,,GR
35273445810265048047484601243190733956,Und diese Entwicklung ist wahnsinnig gefäh,,,SC,,GR
35273445810265048047484601243190733956,Und diese Entwicklung ist wahnsinnig gefährlich_,,,SC,,GR
35273445810265048047484601243190733956,Und diese Entwicklung ist wahnsinnig gefährlich,,,SC,,GR
35273445810265048047484601243190733956,Und diese Entwicklung ist wahnsinnig gefährlich!,MC,CC,SC,MR,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwock",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entw",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenp",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegen",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bi",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich ",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich war ich überiwege",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bin ich überwiegend mit Migrant""inn",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bin ich überwiegend mit Migrant",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bin ich überwiegend mit Migrant*innen uaf",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bin ich überwiegend mit Migrant*innen ",,,SC,,GR
35273650218924334849475592586582600836,"Ab diesem Zeitpunkt wusste ich, dass ich dieser Entwicklung gegenüber treten musste, schliesslich bin ich überwiegend mit Migrant*innen aufgewachsen.",MC,CC,SC,MR,GR
35273963170166266193609087085186428036,Und so halt ich vielen meiner Freunden auf dem Weg zum roten Pass,,,SC,,
35273963170166266193609087085186428036,Und so hal ich vielen meiner Freunden auf dem Weg zum roten Pass,,,,,
35273963170166266193609087085186428036,Und so half ich vielen meiner Freunden auf dem Weg zum roten Pass,,,SC,,
35273963170166266193609087085186428036,Und so half ich vielen meiner Freunden auf dem Weg zum roten Pass.,MC,CC,SC,MR,
35274017837598401036002026630512159876,Stets durften sife mic,,,,,GR
35274017837598401036002026630512159876,Stets durften si,,,,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsähl,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsä,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich bvie,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich ,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich viele Anrufe von missta,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich viele Anrufe von misst,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich viele Anrufe von misstrauischen Berner*ion,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich viele Anrufe von misstrauischen Berner*i,,,SC,,GR
35274017837598401036002026630512159876,Stets durften sie mich als Kontakt angeben und tatsächlich erhielt ich viele Anrufe von misstrauischen Berner*innen.,MC,CC,SC,MR,GR
35274146187221674144228928171711704196,Natürlcih ,,,,,GR
35274146187221674144228928171711704196,Natürlich warren,,,,,GR
35274146187221674144228928171711704196,Natürlich war,,,,,GR
35274146187221674144228928171711704196,Natürlich waren die meixsten,,,,,GR
35274146187221674144228928171711704196,Natürlich waren die mei,,,,,GR
35274146187221674144228928171711704196,"Natürlich waren die meisten meiner Freunde in der Schweiz geboren, daher erübrigte sich die Frage meines Eer",,,SC,,GR
35274146187221674144228928171711704196,"Natürlich waren die meisten meiner Freunde in der Schweiz geboren, daher erübrigte sich die Frage meines E",,,SC,,GR
35274146187221674144228928171711704196,"Natürlich waren die meisten meiner Freunde in der Schweiz geboren, daher erübrigte sich die Frage meines Erw",,,SC,,GR
35274146187221674144228928171711704196,"Natürlich waren die meisten meiner Freunde in der Schweiz geboren, daher erübrigte sich die Frage meines Er",,,SC,,GR
35274146187221674144228928171711704196,"Natürlich waren die meisten meiner Freunde in der Schweiz geboren, daher erübrigte sich die Frage meines Erachstens auch, ob sie integriert waren.",MC,CC,SC,,GR
35274385456272467222528460674441718916,Ich musste etwas gegen diesen Sollzustand zu,,,SC,,GR
35274385456272467222528460674441718916,Ich musste etwas gegen diesen Sollzustand ,,,SC,,GR
35274385456272467222528460674441718916,"Ich musste etwas gegen diesen Sollzustand unternehmen, also begann ich mizt ",,,SC,,GR
35274385456272467222528460674441718916,"Ich musste etwas gegen diesen Sollzustand unternehmen, also begann ich mi",,,SC,,GR
35274385456272467222528460674441718916,"Ich musste etwas gegen diesen Sollzustand unternehmen, also begann ich mit DaZ-Nachhilfe.",MC,CC,SC,MR,GR
35274520936430366614545745634596793476,Mein erster Kunde war e,,,SC,,GR
35274520936430366614545745634596793476,Mein erster Kunde war ,,,SC,,GR
35274520936430366614545745634596793476,"Mein erster Kunde war ein Tunesier, der kaum k",,,SC,,GR
35274520936430366614545745634596793476,"Mein erster Kunde war ein Tunesier, der kaum ",,,SC,,GR
35274520936430366614545745634596793476,"Mein erster Kunde war ein Tunesier, der kaum motivierter und aufgeschlossener hätte sein können.",MC,CC,SC,MR,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte w",,,,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte",,,,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nciht",,,,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut n",,,,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich b",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich ",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich per Zufalld en ",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich per Zufall",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich per Zufall den Studiengangee",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich per Zufall den Studiengang",,,SC,,GR
35274578772989002027512188921680538756,"Jahre später, als ich mich schon in Verzweiflung wiegte, weil ich absolut nicht wusste, was ich studieren sollte, entdeckte ich per Zufall den Studiengang ""Sprachliche Integration"".",MC,CC,SC,MR,GR
151596850884180075638638717830528543876,In dies,,,,,GR
151596850884180075638638717830528543876,In die,,,,,GR
151596850884180075638638717830528543876,In diesem Konstrukt stellt die Sprachvermittlung einen essenziellen Aspekt dar.,MC,CC,SC,MR,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wen ",,,SC,,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wen",,,SC,,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wenn mn",,,SC,,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wenn m",,,SC,,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wenn man versucht zu verstehen, wie jemand anderes etwas versteht.",MC,,SC,MR,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wenn man versuchzu verstehen, wie jemand anderes etwas versteht.",MC,,SC,,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, wenn man versuchen zu verstehen, wie jemand anderes etwas versteht.",MC,,SC,MR,GR
151596904759330585338388281440414772356,"Genauso wichtig ist es, versuchen zu verstehen, wie jemand anderes etwas versteht.",MC,CC,SC,MR,GR
151597044993178235586265822013206867076,Wenn man diese wichtigen Aspekte in Angriff genommen hat,,,SC,,GR
151597044993178235586265822013206867076,Wenn man diese wichtigen  in Angriff genommen hat,,,SC,,GR
151597044993178235586265822013206867076,Wenn man diese wichtigen Punkte in Angriff genommen hat,,,SC,,GR
151597044993178235586265822013206867076,"Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration u",,,SC,,GR
151597044993178235586265822013206867076,"Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration ",,,SC,,GR
151597044993178235586265822013206867076,"Wenn man diese wichtigen Punkte in Angriff genommen hat, befindet man sich mitten in der Integration und damit im Prozess der Aufnahme in die Gesellschaft.",MC,CC,SC,MR,GR
151597098868328745286015385623093095556,"Mit diesem Studium habe ich die Chance, etwas zu ",,,SC,,GR
151597098868328745286015385623093095556,"Mit diesem Studium habe ich die Chance, etwas ",,,SC,,GR
151597098868328745286015385623093095556,"Mit diesem Studium habe ich die Chance, etwas das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln.",MC,,SC,,GR
151597098868328745286015385623093095556,"Mit diesem Studium habe ich die Chance, etwas, das mich bereits mein Leben lang begleitet, in meinen Beruf umzuwndeln.",MC,CC,SC,,GR
151597159874013881269555332651934854276,Vor allem möchte ich mir die Fähigkeiten und Fertigkeiten,,,SC,,GR
151597159874013881269555332651934854276,Vor allem möchte ich mir Fähigkeiten und Fertigkeiten,,,SC,,GR
151597159874013881269555332651934854276,Vor allem möchte ich mir Fähigkeiten und Fertigkeiten wie zum Beispiel ,,,SC,,GR
151597159874013881269555332651934854276,Vor allem möchte ich mir Fähigkeiten und Fertigkeiten wie zum Beispiel,,,SC,,GR
151597159874013881269555332651934854276,Vor allem möchte ich mir Fähigkeiten und Fertigkeiten wie zum Beispiel das wissenschaftliche Arbeiten ,,,SC,,GR
151597159874013881269555332651934854276,"Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten ",,,SC,,GR
151597159874013881269555332651934854276,"Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten",,,SC,,GR
151597159874013881269555332651934854276,"Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen ",,,SC,,GR
151597159874013881269555332651934854276,"Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen",,,SC,,GR
151597159874013881269555332651934854276,"Vor allem möchte ich mir Fähigkeiten und Fertigkeiten, wie zum Beispiel das wissenschaftliche Arbeiten, aneignen.",MC,CC,SC,MR,GR
151597270793441401239627963613465324676,"Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem",,,SC,,GR
151597270793441401239627963613465324676,"Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch ",,,SC,,GR
151597270793441401239627963613465324676,"Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch im Berufsleben einen bedeutenden Bereich dar.",MC,,SC,MR,GR
151597270793441401239627963613465324676,"Diese können in einer Ausbildung nicht erlernt werden, stellen jedocheinen bedeutenden Bereich dar.",MC,,SC,,GR
151597270793441401239627963613465324676,"Diese können in einer Ausbildung nicht erlernt werden, stellen jedoch auf dem Arbeitsmarkt einen bedeutenden Bereich dar.",MC,CC,SC,MR,GR
151597334175971412651098038448625593476,"Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements ",,,SC,,GR
151597334175971412651098038448625593476,"Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements",,,SC,,GR
151597334175971412651098038448625593476,"Dadurch fallen bestimmte berufliche Ziele, wie der Bereich der Forschung und des Managements, weg.",MC,CC,SC,MR,GR
221282076297396290886245411601297747076,"Dies liegt nahe, da mein Vater bis heute im Lehrbeu",,,SC,,GR
221282076297396290886245411601297747076,"Dies liegt nahe, da mein Vater bis heute im Lehrbe",,,SC,,GR
221282076297396290886245411601297747076,"Dies liegt nahe, da mein Vater bis heute im Lehrberuf arbeitet.",MC,CC,SC,MR,GR
221282086597057417740609298762011290756,Meine Mutter arbeitete schon seit ich mich erinnern kann a,,,SC,,GR
221282086597057417740609298762011290756,Meine Mutter arbeitete schon seit ich mich erinnern kann ,,,SC,,GR
221282086597057417740609298762011290756,Meine Mutter arbeitete schon seit ich mich erinnern kann im Migrationsbereich,,,SC,,GR
221282086597057417740609298762011290756,Meine Mutter arbeitet schon seit ich mich erinnern kann im Migrationsbereich,,,SC,,GR
221282086597057417740609298762011290756,Meine Mutter arbeitet schon seit ich mich erinnern kann im Migrationsbereich.,MC,CC,SC,,GR
221282106404098046306693697147998874756,Durch den frühen Ki,,,,,GR
221282106404098046306693697147998874756,Durch den frühen K,,,,,GR
221282106404098046306693697147998874756,Durch den frühen Kontakt mit ,,,,,GR
221282106404098046306693697147998874756,Durch den frühen und intensiven Kontakt mit ,,,,,GR
221282106404098046306693697147998874756,Durch den frühen und intensiven Kontakt mit verschiedenen Kulturen und m,,,,,GR
221282106404098046306693697147998874756,Durch den frühen und intensiven Kontakt mit verschiedenen Kulturen und ,,,,,GR
221282106404098046306693697147998874756,"Durch den frühen und intensiven Kontakt mit verschiedenen Kulturen und Menschen aus der ganzen Welt, lösten andere Gesellschaften und Länder schon immer eine grosse Faszination in mir aus.",MC,CC,SC,MR,GR
221282142849052802868288990178216029316,Dieses Interesse wuchs über die Jahre und veranlasste mich schliesslich dazu,,,SC,,GR
221282142849052802868288990178216029316,"Dieses Interesse wuchs über die Jahre und veranlasste mich schliesslich dazu, das Studium der sprachlichen Inter",,,SC,,GR
221282142849052802868288990178216029316,"Dieses Interesse wuchs über die Jahre und veranlasste mich schliesslich dazu, das Studium der sprachlichen Inte",,,SC,,GR
221282142849052802868288990178216029316,"Dieses Interesse wuchs über die Jahre und veranlasste mich schliesslich dazu, das Studium der sprachlichen Integration auszuwählen.",MC,CC,SC,MR,GR
221282176124881058859310779466675170436,Das sogenannr ,,,,,GR
221282176124881058859310779466675170436,Das sogenann ,,,,,GR
221282176124881058859310779466675170436,"Das sogenannte ""Fremde"" wurde für mich schnell heimisch und e ",,,SC,,GR
221282176124881058859310779466675170436,"Das sogenannte ""Fremde"" wurde für mich schnell heimisch und  ",,,SC,,GR
221282176124881058859310779466675170436,"Das sogenannte ""Fremde"" wurde für mich schnell heimisch und bekannt.",MC,CC,SC,MR,GR
221282203062456313709185561271618284676,"Mit den Jahren wurde mir irgendwann klar, dass ein so starker Wirtschaftsstandort wie die Schweit ",,,SC,,GR
221282203062456313709185561271618284676,"Mit den Jahren wurde mir irgendwann klar, dass ein so starker Wirtschaftsstandort wie die Schwei ",,,SC,,GR
221282203062456313709185561271618284676,"Mit den Jahren wurde mir irgendwann klar, dass ein so starker Wirtschaftsstandort wie die Schweiz schon immer auf Migration angewied ",,,SC,,GR
221282203062456313709185561271618284676,"Mit den Jahren wurde mir irgendwann klar, dass ein so starker Wirtschaftsstandort wie die Schweiz schon immer auf Migration angewie ",,,SC,,GR
221282203062456313709185561271618284676,"Mit den Jahren wurde mir irgendwann klar, dass ein so starker Wirtschaftsstandort wie die Schweiz schon immer auf Migration angewiesen war und es auch in Zukunft sein wird.",MC,CC,SC,MR,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmenden ,,,,,
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende ,,,,,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende sind zentral für eine florierende Wi ,,,SC,,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende sind zentral für eine florierende ,,,SC,,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende sind zentral für eine florierende und funktionierende Wirtsca ,,,SC,,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende sind zentral für eine florierende und funktionierende Wirtsc ,,,SC,,GR
221282232376876443986990470882879908996,Ausländische Arbeitsnehmende sind zentral für eine florierende und funktionierende Wirtschaft und Gesellschaft und das geht auch über die hiesigen Landesgrenzen hinaus.,MC,CC,SC,,GR
221282501752628992485738288932311051396,Trotz dieser Wichtigkeit sind Migrierende und vor allem Flüchtende zu häufig stigr ,,,SC,,GR
221282501752628992485738288932311051396,Trotz dieser Wichtigkeit sind Migrierende und vor allem Flüchtende zu häufig stig ,,,SC,,GR
221282501752628992485738288932311051396,Trotz dieser Wichtigkeit sind Migrierende und vor allem Flüchtende zu häufig stigmatisierenden und stereotypisierenden Vorurteilen ausgesetzt.,MC,CC,SC,MR,GR
221282552458653001614914348800439266436,Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem G ,,,SC,,GR
221282552458653001614914348800439266436,Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem  ,,,SC,,GR
221282552458653001614914348800439266436,"Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem grossen Teil damit verhindert werden, wenn sich ausländische Personen schnell integrieren ",,,SC,,GR
221282552458653001614914348800439266436,"Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem grossen Teil  verhindert werden, wenn sich ausländische Personen schnell integrieren ",,,SC,,GR
221282552458653001614914348800439266436,"Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem grossen Teil verhindert werden, wenn sich ausländische Personen schnell integrieren ",,,SC,,GR
221282552458653001614914348800439266436,"Diese Ausgrenzung der Minderheitsgesellschaften kann zu einem grossen Teil verhindert werden, wenn sich ausländische Personen schnell integrieren.",MC,CC,SC,MR,GR
221282599203268885030873528991369964676,Integration passe ,,,,,GR
221282599203268885030873528991369964676,Integration pass ,,,,,GR
221282599203268885030873528991369964676,Integration passiert  ,,,SC,,GR
221282599203268885030873528991369964676,Integration ,,,,,GR
221282599203268885030873528991369964676,Integration sowie die gesellschaftliche Partiti ,,,,,GR
221282599203268885030873528991369964676,Integration sowie die gesellschaftliche Parti ,,,,,GR
221282599203268885030873528991369964676,Integration sowie die gesellschaftliche Partizipation geschieht zu einem seh ,,,SC,,GR
221282599203268885030873528991369964676,Integration sowie die gesellschaftliche Partizipation geschieht zu einem  ,,,SC,,GR
221282599203268885030873528991369964676,Integration sowie die gesellschaftliche Partizipation geschieht zu einem grossen Teil durch das Erlernen einer Landessprache.,MC,CC,SC,MR,GR
221282599203268885030873528991369964676,"Integration, sowie die gesellschaftliche Partizipation geschieht zu einem grossen Teil durch das Erlernen einer Landessprache.",MC,,SC,,GR
221282599203268885030873528991369964676,"Integration, sowie die gesellschaftliche Partizipation, geschieht zu einem grossen Teil durch das Erlernen einer Landessprache.",MC,CC,SC,,GR
221282678431431399295211122535320300676,"Man könnte also sagen, dass die ",,,SC,,GR
221282678431431399295211122535320300676,"Man k also sagen, dass die ",,,,,GR
221282678431431399295211122535320300676,"Man kann also sagen, dass die ",,,SC,,GR
221282678431431399295211122535320300676,"Man kann also sagen, dass die Sprache der Schlüssel zur Gesellschaft ist.",MC,CC,SC,MR,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistiscen",,,,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistis",,,,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistischen und sozial-gesellschaftlc",,,,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistischen und sozial-gesellschaftl",,,,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistischen und sozial-gesellschaftlichen Modulen hat mich überzeugt ",,,SC,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistischen und sozial-gesellschaftlichen Modulen hat mich überzeugt",,,SC,,GR
221282729929737033567030558338888019076,"Die Zusammensetzung aus didaktischen, linguistischen und sozial-gesellschaftlichen Modulen hat mich überzeugt.",MC,CC,SC,MR,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend im ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend i,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arbaische ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die ar,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mc,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und m,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mich so ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mich ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mich dadurch mitlerweile ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mich dadurch mittlerweile ,,,SC,,GR
221282797273675170691717512851245804676,Ich fand es enorm spannend in den ersten zwei Semestern die arabische Sprache zu erlernen und mich dadurch mittlerweile in Zweitschriftlernende hineinversetzen zu können.,MC,CC,SC,,GR
221283148254435108882733052250945793156,Ee,,,,,GR
221283148254435108882733052250945793156,E,,,,,GR
221283148254435108882733052250945793156,Ebenfalls finde ich,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls f,,,,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und ,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen ,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der Deutschen Sprache,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der eutschen Sprache,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der deutschen Sprache,,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der deutschen Sprache zu erfahren ,,,SC,,GR
221283148254435108882733052250945793156,"Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der deutschen Sprache zu erfahren,",,,SC,,GR
221283148254435108882733052250945793156,Ebenfalls fand ich es sehr spannend mehr über die regionalen und internationalen Sprachvarietäten der deutschen Sprache zu erfahren.,MC,CC,SC,,GR
221283308295323387696694991209725471876,Es ist nun ,,,SC,,GR
