sen_id,tpsf_id,sen_pos_in_text,sen_text
37106013490062817967330027772654693508,213,16,"|En somme, le fait  |"
37106013490062817967330027772654693508,214,16,"|En somme, l |"
37106013490062817967330027772654693508,215,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mia |"
37106013490062817967330027772654693508,216,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mi |"
37106013490062817967330027772654693508,217,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, miais  |"
37106013490062817967330027772654693508,218,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, m |"
37106013490062817967330027772654693508,219,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mais po |"
37106013490062817967330027772654693508,220,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mais  |"
37106013490062817967330027772654693508,221,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mais pose de nombreux problèmes quant à la qualtié |"
37106013490062817967330027772654693508,222,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mais pose de nombreux problèmes quant à la qual |"
37106013490062817967330027772654693508,223,16,"|En somme, la gratuité des transports en commun peut sembler très avantageuse individuellement, mais pose de nombreux problèmes quant à la qualité de leurs services et leur disponibilité.|"

37272506719896793616922604771648777348,226,16,|E|

